,serif,serif_gen
311,ハムル・キンスキー２世だ,英国では、1世紀前、この人、英外交官のマーチン・ルーサー・キング総裁が、平時はロンドンに行けるにして大政翼賛会を巻き込んで
312,ハムル・キンスキー２世だ,昨秋、英国のスーパースター、マイケル・サンデルバーグは「我々にとってテレビは音楽や映像を届ける手段の1つ
313,ハムル・キンスキー２世だ,要は「欧州は Cで世界中から圧力を受けており、欧州の分まで日本に圧力をかける気はない」という主張である
314,ハムル・キンスキー２世だ,英 C放送「世界に一つだけの花」のモデルになったのも、まさにそう断定されている
315,ハムル・キンスキー２世だ,ロシアのメドベージェフ大統領は、平和構築への貢献から、プーチン首相、マケイン氏に続く第3のプーチン氏支持派とされる
316,ハムル・キンスキー２世だ,英国人なら誰もが知っている通り、台所の達者に細腰のロンパウだが、気は優しくて力持ちである
317,ハムル・キンスキー２世だ,英国のリバプール出身、ロンドン警視庁のトップで、英警察学校勤務を経て、今年5月に容疑者の自宅アパートを家宅捜索
318,ハムル・キンスキー２世だ,私などは英国の駐日英国大使である
319,ハムル・キンスキー２世だ,英国ではテロ対策やアフガニスタンの安定化で旧ソ連・ロシアとの信頼関係が厚く、英国人の多くは英国人の親日派だ
320,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・
321,ハムル・キンスキー２世・・・・,一方、五輪組織委員会によると、陸上男子百十メートル障害の決勝は、同種目で初めて北京五輪選手を抜てきした3歳の少女、順子・嘉
322,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・
323,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・
324,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・
325,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・
326,ハムル・キンスキー２世・・・・,サーブのパンプキン会長兼C は声明の中で「我々は、イランが核開発を進めるために新たな手段を講じる用意があると米国に伝えた」
327,ハムル・キンスキー２世・・・・,「カチン独立軍」を率いる ぬりりえには、ポーランド政府がつけていた「独立」のを示す白い旗が枚方市にはみじめに
328,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・
329,ハムル・キンスキー２世・・・・,ハムル・キンスキー2世・・・・.................................................................................................................................
330,・・・・・・・・ハムちゃん,・・・・・・・・・ハムちゃん
331,・・・・・・・・ハムちゃん,一方の はというと、この日の新兵訓練はものすごく大変だったらしい
332,・・・・・・・・ハムちゃん,「世界中からつつダーちゃんが来れば、それは私の愛の祭りとなる」 ・・・・・・・・ハムちゃん
333,・・・・・・・・ハムちゃん,・・・・・・・・・ハムちゃん
334,・・・・・・・・ハムちゃん,・・・・・・・・・ハムちゃん
335,・・・・・・・・ハムちゃん,・・・・・・・・・ハムちゃん
336,・・・・・・・・ハムちゃん,・・・・・・・・................................................................................. ・・・・.............................................
337,・・・・・・・・ハムちゃん,・・・・・・・・・ハムちゃん
338,・・・・・・・・ハムちゃん,・・・・・・・・・挟み込まれそうになり、力を緩めたら生歯が抜け落ち、脳死になる
339,・・・・・・・・ハムちゃん,・・・・・・・・・ハムちゃん
340,そっその呼び名はやめろーっ！,ふざけるなっさん、できませんでした」 そっそりと言うなかれ
341,そっその呼び名はやめろーっ！,そっそのを遂げたとは、とんでもないことをするじゃろう
342,そっその呼び名はやめろーっ！,えーと、この人はどういう人? 調べてみることにしましょうか
343,そっその呼び名はやめろーっ！,今、あなたたちは何を言っているか分かったでしょう? そっその条の解説などどこにいるのやら
344,そっその呼び名はやめろーっ！,ふざけたっすよっ! 米加両国の外交関係者が米議会証言などを基に作成した資料をもとに、米軍普天間飛行場の移設問題をめぐる日米
345,そっその呼び名はやめろーっ！,今から思うとずいぶん脱線だと思うが、そう語る被告に判決は「筋が通っていると思った」という
346,そっその呼び名はやめろーっ！,「政治とカネ」と「米軍普天間飛行場の移設」、これらが民主党の焦点だ
347,そっその呼び名はやめろーっ！,そっそのましくもあっただろうと思うが、そうは思えない
348,そっその呼び名はやめろーっ！,そっそので優勝した力士たちへの仕送り資金はどうするんだよっ! でも、まあ、そんなの関係ねえっす
349,そっその呼び名はやめろーっ！,そっそのられることもないし、いいことだと思うが、それで思い出すのはおれだけか
350,じゃあハム太・・・・,なぜそんなに気になるか? 理由はいろいろあるが、電力や税が気になるからではないか
351,じゃあハム太・・・・,どうやって世界を驚かせようというのである
352,じゃあハム太・・・・,何を言っているんだ」と怒鳴り声が飛んだ
353,じゃあハム太・・・・,まあハム太・・・・
354,じゃあハム太・・・・,米国のテレビや経済誌の最新の世論調査によると、オバマ米大統領のアジア進出を「支持する」と答えた人は52%
355,じゃあハム太・・・・,私も会社を出る時に「本日、最終便で帰国いたします」と言ったが、「今日は機中でです」とは、言うまでもなかった
356,じゃあハム太・・・・,なのになぜ、米国の「失われた10年」と言い出すか
357,じゃあハム太・・・・,いや、あなたは気乗りませんよ
358,じゃあハム太・・・・,対する民主党は、有権者は金もうけしか考えていないという逆説的な批判をする
359,じゃあハム太・・・・,ええっ、知りませんでした
360,わーーーっもっとやめろー,同市内の男性は8年ほど前から、魚の放射性ヨウ素の基準値を超えたため、魚の買い取りを業者に依頼、約1億7700万円分を買い取りを求めた
361,わーーーっもっとやめろー,「原発ゼロ」の表現も「脱原発」も「未来の子どもに負担を押しつけないでほしい」も「いい演説だったな」も哲大だ
362,わーーーっもっとやめろー,どうも、かっしーです
363,わーーーっもっとやめろー,福島県は15日、福島市を除く県内17市町村の から避難先の情報を収集し、各市町村に配布した
364,わーーーっもっとやめろー,「なぜ、こんなにたくさんの人が『原発反対』に賛成するのか」 一方、3月末で期限が切れる再生可能エネルギー固定価格買い取り法案を巡っては、
365,わーーーっもっとやめろー,絶対にやめろ、お母さん
366,わーーーっもっとやめろー,自民、民主両党は「近いうち」の衆院解散・総選挙に向け、政権奪還を狙う
367,わーーーっもっとやめろー,子どものころ、テレビで のサングラスをかけた大人がいると「危ない人」と決めつけた
368,わーーーっもっとやめろー,何が起きているのか
369,わーーーっもっとやめろー,福島第1原発から20キロ圏の警戒区域が22日、解除された
370,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様が望めば、争いは白票を投じることになる」 貴様は 議書に記し、議員に記入させたはずだ
371,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様が明日へと進むとき、必ず我々は新しい道へと引き返すことを理解しているか
372,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みが望むなら、貴様の望みが望むようにしてやがれ、そうすれば我が心の痛みも癒やされる
373,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様は諸国から残高ゆやり、諸国から出せぬと誓約し、名君をなして諸国に散った
374,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様は英霊をのみ込み、わが身も切り捨ててその通り行きましょうと説くのか、貴様の身も切り捨ててその
375,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様が何を望み、何を望んでいようと、我々は貴様の判断におどかすようなことは決してしない』と、私は貴様
376,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みは貴様のものだ」 貴様はこう言って部屋を出た
377,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みが修士課程わぬと狸に戻れぬのだ
378,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様がそう考えるなら、貴様は四武に要する期間を待て、その前に貴様の望みをあきらめなければならない
379,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みが求めるなら、我々も直ちに貴様の敵になる」 そう言い切るが、貴様も後に引けない
380,だったら両想いにしてよ,だったら両仕えにしてよ
381,だったら両想いにしてよ,あんなことやったら、あいつの口は半開きになるぜ」 だったら両当事者にしてよ
382,だったら両想いにしてよ,またの機会にでも、という意見もあるだろうが、再稼働は電力の需給逼迫時でないと、極めて難しい
383,だったら両想いにしてよ,だったら両北アイルランドにしてよ、との声が聞こえてきそうだが、そんなばかなことはあるまい
384,だったら両想いにしてよ,だったら両脚を上に向けた状態で、ひじでバランスを取るなんてできないよ
385,だったら両想いにしてよ,だったら両荼にしてよ
386,だったら両想いにしてよ,だったら両ボーカリストにしてよ
387,だったら両想いにしてよ,だったら両肩にトゲを刺してとどめを刺し、船を岸に走らせればいいのに、と私は思う
388,だったら両想いにしてよ,だったら両当事者になってよ
389,だったら両想いにしてよ,だったら両当事者にしてよ
390,断る,引き合わせを受けた中国側の担当者は「外交的な駆け引きはやらない」と断言するが、国内の「福田離れ」に警戒感も消えない
391,断る,これで終わった話ではない」と述べ、協議の継続を示唆した
392,断る,何としても首相に解散を実現させる
393,断る,・民主党政権は衆院の3分の2の多数で再可決すれば内閣不信任案の提出を見送る選択肢もある
394,断る,海江田氏「首相から『週明けの4日から審議に応じろ』と言われ、週明けの審議拒否はしない」 山岡氏「週明けの4日も審議拒否はしない」
395,断る,自民党の大島理森国対委員長は18日、 の討論番組で「代表が辞めないのは野党としては常識から外れた対応だ
396,断る,そうだ、コストだ
397,断る,・民主党を離党すれば政権交代の立役者・小沢氏の影響力が消え、「野党では力仕事ができなくなる」と、首相は離党を決断した模様
398,断る,断る
399,断る,断る
400,我にも悪魔としてのプライドがある,我にも紛れもないスパンタ・アズザウィーヤが突然火を噴く
401,我にも悪魔としてのプライドがある,......」 以来、妥協を嫌い、妥協を重ねてきた
402,我にも悪魔としてのプライドがある,我にもステーキガストの原因究明に天命を感じてきただけに、他人にとやかく言われる筋合いはない
403,我にも悪魔としてのプライドがある,我にもものではなかったが、「神は偉大なり」と開き直った
404,我にも悪魔としてのプライドがある,我にも勝る魂の誇りがある
405,我にも悪魔としてのプライドがある,我にも寄せられては引き寄せられた・・・・・・・・・・・・・・ 時は流れて、新聞やテレビはこっそり選挙の争点や
406,我にも悪魔としてのプライドがある,我にもエンドロビイストとしてのプライドがある
407,我にも悪魔としてのプライドがある,我にもバードをだましたり、ねたんだりする対象が鳥好きが多いが、私はそういう人間的な部分も大事にしたいと思う
408,我にも悪魔としてのプライドがある,我にも勝るを下げるな
409,我にも悪魔としてのプライドがある,我にも鬼にもなりたくない
410,あ　食事は1日3回ヒマワリの種を頼む,おなかがいっぱいになったね」
411,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
412,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
413,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
414,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
415,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
416,あ　食事は1日3回ヒマワリの種を頼む,うっかり素通りしないよう、野菜は冷蔵庫にしまうように
417,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
418,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
419,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む
420,プライドは？,「自分は偉いと思ってません
421,プライドは？,自信はないですね
422,プライドは？,プライドは? 自信は? 僕は大阪の人間ですから
423,プライドは？,プライドは? だから、おれはずっと、大阪のおばちゃんを手伝ってたんすを整体してあげるの
424,プライドは？,プライドは? 自信はないです
425,プライドは？,自己破産した親を世話した経験を「ある」と回答した人は42・6%だが、「ない」は38・3%に上り、自業自得の側面が浮かび上がった
426,プライドは？,プライドは?........................................................................................................................... プライドは?....................................................................................
427,プライドは？,プライドは? 自信はありません
428,プライドは？,せめて、僕が一番自信を持ってやっていることだ」 自信をのぞかせた笑顔は、決して自信がないとか、自信喪失ているとかいうものではない
429,プライドは？,プライドは?
430,お名前,御住所)と携帯電話灰皿がございましたら、夜間にかけ誘導いたしますので、恐れていたことがございましたらお申し付けください
431,お名前,住所と顔写真を登録
432,お名前,ご所属先をいただき、拝聴させていただきたい」と述べた
433,お名前,ご住所」を明記のうえ、件名に「維新八策への抗議」としていただければ、返信はがきはがきはがきのみとさせていただく
434,お名前,ご住所』を明記し、メールにご連絡ください」 未来にリストに名前が挙がっているのは、小沢鋭仁環境相、平岡秀夫副経済産業相、北沢俊美防衛
435,お名前,当選回数や連絡先はうかがっていない」と述べた
436,お名前,顔写真付きで電卓帳に登録してある連絡先メールに、お名前と顔写真を添付していた
437,お名前,ふりがな、電子メール受信許可願います
438,お名前,ご住所」などを明記したリストを、お年玉のはがきに同封
439,お名前,ご住所と携帯電話番号を明記の上、メールかファクスでお寄せください
440,悪魔さんの名前は？,室崎さんの名前は? ドリンジャーさんの名前で失礼なら、日本のテレビに出てたのに
441,悪魔さんの名前は？,あ、あっ、忘れてませんでした、すみません、元気です、え、違いますよ』と答えたいぐらい」と間髪を入れず一問一答
442,悪魔さんの名前は？,司さんは今年、広島に原爆展を開こうとしている
443,悪魔さんの名前は？,でも、いいと思いますよ
444,悪魔さんの名前は？,だが、この夫婦、三枝子夫人の夫である三枝子被告の夫の知人だ
445,悪魔さんの名前は？,記念撮影をした後、 7クラスの委員に抜てきされ、 7に初めて出た 7初っ端から総武憲一会長に担当
446,悪魔さんの名前は？,的なので、まず「さんりく」と調べてみると、ちゃんとした説明ができることがわかった
447,悪魔さんの名前は？,乱歩の私は荒唐無敵なのに、そう聞かれると多分、無答えである
448,悪魔さんの名前は？,ジョゼフさんの名前で差し出したのは「 」
449,悪魔さんの名前は？,「マフディ、マフディ」
450,＃２　おかしな２人,27分 伊藤さんら2人の人物のしゃべり方から、犯人像を想像する
451,＃２　おかしな２人,あひまに行けなかったお父さん、お母さん
452,＃２　おかしな２人,26歳
453,＃２　おかしな２人,35分 中村勘三郎、中村勘三郎、市川右近、八丈、高見家篤、梅屋庄造、井上源三、中村貞夫、通天
454,＃２　おかしな２人,35歳
455,＃２　おかしな２人,菅直人首相が退陣に条件をつけるなら条件なしは......
456,＃２　おかしな２人,「おかしいことはおかしい、と率直に話すことが大切」と説く
457,＃２　おかしな２人,おかしな3人
458,＃２　おかしな２人,25分 みんなでテレビを観る
459,＃２　おかしな２人,あすの新聞は社説を掲載します
460,エロイムエッサイム我は求め訴えたり！,性的好奇心旺盛な少年と、それを黙認する女性
461,エロイムエッサイム我は求め訴えたり！,エロ捷沙サイム我は求め訴えたり! エバーラダ毛男、スマ町の店で働いていた妻は、この店を「エ
462,エロイムエッサイム我は求め訴えたり！,巨悪を許さない社会は美徳を失わないか、快い連帯を築けるか、異国の地は私たちの身近にある
463,エロイムエッサイム我は求め訴えたり！,性的好奇心を満たす快楽の追求や、抑えることが優先ではなくて、エッチな下品さ
464,エロイムエッサイム我は求め訴えたり！,官が陰気な生活に嫌気がさした時、交わされる交換条件の書にこうある
465,エロイムエッサイム我は求め訴えたり！,性的対象としてセクハラダウナー氏らを論じ、巨費を投じてポルノを絶滅させようじゃないか
466,エロイムエッサイム我は求め訴えたり！,性的自慰行為と自殺の因果関係について「判断が分かれ目になることがある」としながらも「多くの人がなりがち」との見解を示した
467,エロイムエッサイム我は求め訴えたり！,官界で「冷遇」を受けてきた霞が関も我慢の限界に来てるのだ
468,エロイムエッサイム我は求め訴えたり！,掲示板へ投稿する時、自分の名前や住所を登録している人は増えているようだが、登録していない人も増えているらしい
469,エロイムエッサイム我は求め訴えたり！,巨悪と闘う女子中学生と女子小学生を描いた「コシャ泥の追跡」で芸術選奨康賞を受賞
470,我　梢つつじの名において命じる,われらこそ我れわれらこそ我れ愚鈍にあへりたにあへり』...................................................................................................
471,我　梢つつじの名において命じる,私なり我なり......』
472,我　梢つつじの名において命じる,今折敷いた水無瀬の川岸で
473,我　梢つつじの名において命じる,我 わが身を滅ぼしらず 生かせず...
474,我　梢つつじの名において命じる,我われ......我われの生来たるべき英明我思において生来英保久年以来、空に生る英明我を仏の独り言にすく
475,我　梢つつじの名において命じる,我らの............................................................................................. 我をもって我あり」 私なりの「名君」論
476,我　梢つつじの名において命じる,我ほほとわれへりりてにわがりわれとゆしけるほとけに... 我ほほとほとつきてそのしるをもいで
477,我　梢つつじの名において命じる,我 マーティンつつじの名において命じる
478,我　梢つつじの名において命じる,我 捷つつじの名において命じる
479,我　梢つつじの名において命じる,ほえたりけったり ほえたりけったり ほえたりする名君 我ほほ笑みほひひひえけり われらをかるため ほえたり
480,彼の人の想いを答えよ,先日、テレビを見ていたら、こんなくだりがあった
481,彼の人の想いを答えよ,答えは後半で出ろ
482,彼の人の想いを答えよ,・あなたはどの質問にも答えられない
483,彼の人の想いを答えよ,先週、新聞で目にしたのは、国際政治を牛耳るブッシュ大統領と、国際社会に対する反米感情の強いブッシュ前米政権の対立を嘆く私的な広場の発言だ
484,彼の人の想いを答えよ,日本人が英会話のできる英会話教授で、英会話界のノーベル賞に選ばれたエバンズ・コーグさんは、ロンドン大学への留学経験や、英国で「たどたどしい
485,彼の人の想いを答えよ,質問と答えは一緒だ
486,彼の人の想いを答えよ,どうして日本の若者は賢いことを書かないのか? でも、質問への答えは簡単だった
487,彼の人の想いを答えよ,中国で「自由」を叫べば、必ず見放されるのが文化だ
488,彼の人の想いを答えよ,質問が2カ所もある
489,彼の人の想いを答えよ,次はだれにも負けない質問をするから、ビデオいかが?」 オバマ大統領は会場を後にした
490,原クンは私を好き・・嫌い・・,いや、嫌いです」 さて、日本には80年代以降、外交・安全保障政策を立案し、実行してきた力があるだろうか
491,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・...
492,原クンは私を好き・・嫌い・・,ああ、この人嫌いですね、別に」 原くんは人見知りで、5歳から小学生までみんなを盛り巻きにした
493,原クンは私を好き・・嫌い・・,原クンは私を好き・嫌い・...
494,原クンは私を好き・・嫌い・・,世羅の人間です」と言っている
495,原クンは私を好き・・嫌い・・,原クンは私を好き・嫌い・...続きは自己責任で読んでください
496,原クンは私を好き・・嫌い・・,私の国は侵略国家」「日ごろからげたをたたいてはいるが、追い払う気配はない」
497,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・...
498,原クンは私を好き・・嫌い・・,私が死んだらどうするの」  西日本の社屋
499,原クンは私を好き・・嫌い・・,あの日本人は皆、外国人に親切で器量が悪いから、皆親切だという
