,serif,serif_gen
306,しばらく世話になるぞ,と告げた」 首相は官邸で記者団に語った
307,しばらく世話になるぞ,......」 震災から13年の3月11日、岩手県大槌町にいた
308,しばらく世話になるぞ,と話しかけようかと思い、『よかったな、よかったな』って言ってるような顔になった」
309,しばらく世話になるぞ,勘弁してくれ』と言いに行った」と話している
310,ハムル・キンスキー２世だ,イラク人飛行士に詳しい室伏哲郎・東京工業大大学院教授に聞くと、「あ、ロシアですね
311,ハムル・キンスキー２世だ,プーチンの次の目標はロシアの最高指導者となるメドベージェフ氏だそうだ
312,ハムル・キンスキー２世だ,昨年の大統領選で当選が決まった時、サルコジ大統領は共和党候補に投票した
313,ハムル・キンスキー２世だ,「ロンパウ氏は、世界の金融システムに影響力を持つ日銀のイノウエ氏のような存在だ
314,ハムル・キンスキー２世だ,例の「日本・ミャンマー」戦没者追悼式は、福田首相式辞の英語版放送始まったばかりである
315,ハムル・キンスキー２世だ,要するに、ドイツ男が国際社会の中で無視されると、「男に電話して、『日本女性の招待』を言ってくるように説得せよ」ということらしい
316,ハムル・キンスキー２世だ,ロシアのメドベージェフ大統領は3月31日、北方領土を国後島と択捉島などとともに初訪問した
317,ハムル・キンスキー２世だ,プーチン2世だ
318,ハムル・キンスキー２世だ,クルド人だ、ムバラクだ、ダルフールだ、エジプトだなどは関係ない
319,ハムル・キンスキー２世だ,一方の共産党の赤崎陽輔公明党委員長は11日の記者会見で「自公を利するだけなら、もっと利口な人がいる」と共産党批判を展開した
320,ハムル・キンスキー２世・・・・,......................................................................................................... 「パリ・モンタン」という言葉を最近、日本でも言うようになった
321,ハムル・キンスキー２世・・・・,...................................................................................................... ノルウェー
322,ハムル・キンスキー２世・・・・,............................................................................................. 英国出身
323,ハムル・キンスキー２世・・・・,....................................................................................... 宮城県出身
324,ハムル・キンスキー２世・・・・,..........................................................................................  カナダ・トロント生まれ
325,ハムル・キンスキー２世・・・・,.................................................................................................................. 京都府出身
326,ハムル・キンスキー２世・・・・,...................................................................................................... イスラエルの核保有国の閣僚で、国際核安全保障研究所客員准教授
327,ハムル・キンスキー２世・・・・,................................................................................................... 富山市出身
328,ハムル・キンスキー２世・・・・,...................................................................................................... ドイツの「緑の党」運動から出発
329,ハムル・キンスキー２世・・・・,...................................................................................................... 英国生まれ
330,・・・・・・・・ハムちゃん,・・・・・・・... ・・・・・・・・・............................................. ・・・....................................
331,・・・・・・・・ハムちゃん,・・・・・・・ハハハ」 この子の何がよかったのだろうか
332,・・・・・・・・ハムちゃん,大人になったねえちゃんだった
333,・・・・・・・・ハムちゃん,・・・・・............................................................... ・・................................................................................. ・......
334,・・・・・・・・ハムちゃん,こんなにかわいそうなことをしたんだって......」 ・・・・・・・・ハムちゃん&こんなにかわいそうなことをしたんだって......」 ・
335,・・・・・・・・ハムちゃん,・・・・・・・・・・ ・・・・・・・・・・・ ・・・・・・・・・・・ ・
336,・・・・・・・・ハムちゃん,・・・・・・・・......................................................... ・・.......................................................................................
337,・・・・・・・・ハムちゃん,・・・・・・・・・肉団子ちゃん・・・・・・......... ・・・・・・・・・肉団子ちゃん・
338,・・・・・・・・ハムちゃん,・・・・・・・・・................................................................................. 中国・西海省玉樹チベット族自治州で9日夜
339,・・・・・・・・ハムちゃん,・・・・・・・・・・... ・・・・・・・・・.......................................... ・・........................
340,そっその呼び名はやめろーっ！,そっそのけても〜っ、「そんなに深い意味ではない」って
341,そっその呼び名はやめろーっ！,..................................................................................................................... 広島市生まれ
342,そっその呼び名はやめろーっ！,...................................................................................................... 兵庫県出身
343,そっその呼び名はやめろーっ！,そっそっそのッソを利かせてやれっっっっっっっっっっっっっっっっっっっっっっっ
344,そっその呼び名はやめろーっ！,「お父さん、お母さんも、お姉さんも、お父さん、お母さんも、お父さん、お母さんも、お父さん
345,そっその呼び名はやめろーっ！,そっそのップ、そのヤーラが昨年8月、毎日新聞の書面インタビューに応じて、 7に出席するというの話があったそうだ
346,そっその呼び名はやめろーっ！,そっそのップはやめろーっっ! そっそのップはやめろーっ! 「てへぺこやろ」と
347,そっその呼び名はやめろーっ！,................................................................................................................................. 長崎県出身
348,そっその呼び名はやめろーっ！,だがおれの耳には合わねえ話だ
349,そっその呼び名はやめろーっ！,そっそのまで続いたら「やめろっ!」ってことになる
350,じゃあハム太・・・・,先週末には、テレビに出てた学者が、こんなことを言っていた
351,じゃあハム太・・・・,いったい、中国は何をやっているのでしょうか
352,じゃあハム太・・・・,いま日本は危機か? いや、大丈夫
353,じゃあハム太・・・・,えへへへへへへへ
354,じゃあハム太・・・・,津崎は横浜刑務所の刑務官だった98年、警視庁の改革プロジェクトにリーダーとしてかかわり、刑務所の内外で改革を推し進めた
355,じゃあハム太・・・・,何がしたいのでしょうか
356,じゃあハム太・・・・,何を言っても許されるという空気が作れたら最高だが、そうもいかない
357,じゃあハム太・・・・,また、「小沢色」がつくる政権批判に対し、首相はどう応えればいいのか
358,じゃあハム太・・・・,日本は原発がないから、頼んだら止まらない
359,じゃあハム太・・・・,どうも日本の国力を問うてみよう、と首相は考えたらしい
360,わーーーっもっとやめろー,福島から見直そう!「福島福島再生・再出発事業」とは
361,わーーーっもっとやめろー,=つづく わーい、もうやめろーっもっとやめろーっ
362,わーーーっもっとやめろー,子どもがほしい、子どもを産みたいと願ったのに、結果オーライだって
363,わーーーっもっとやめろー,息がしづまる
364,わーーーっもっとやめろー,あぶれたーーっっちゃんが通り過ぎる
365,わーーーっもっとやめろー,息ができない、ただただ息ができない
366,わーーーっもっとやめろー,ガチャガチャガチャ」「うそでーっ」「何すんねえの」「ばかやろう」など、つぶやきが飛び交う
367,わーーーっもっとやめろー,と思ったけれど、お水を追加してみたらおいしいっすよ
368,わーーーっもっとやめろー,絶対やめろー」 別の女性は「お金を払ってやるから、あなた方も出ていったら」と怒り、家には帰らないでほしいと訴えた
369,わーーーっもっとやめろー,本当に危険な水不足の日本
370,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みがカルタゴわぬと花嫁に戻れぬのだ... 貴様の望みがコンサルティングわぬとニカラグアに戻れぬのだ
371,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みがスリップわぬとドミに戻れぬのだ
372,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みは何ものだ
373,貴様の望みが叶わぬと魔界に戻れぬのだ,......」 貴様の望みがドミわぬと代表に選出されたに戻れぬのだ......」 貴様は貴様の望みが望みで
374,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様の望みが使われておりわぬとニカラグアに戻れぬのだ
375,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様は人の親切でツラい思いを知らないのだ」 「このみことばをいただくようになると、日本外交うえ大きな利益
376,貴様の望みが叶わぬと魔界に戻れぬのだ,この争いはである
377,貴様の望みが叶わぬと魔界に戻れぬのだ,貴様こそ私の勝ちなのだ」 国政府は、日本が無条件で貴様の望む通りに進まないというジレンマに陥っている
378,貴様の望みが叶わぬと魔界に戻れぬのだ,「貴様の望みがプロフェッショナルわぬと埜に戻れぬのだ
379,貴様の望みが叶わぬと魔界に戻れぬのだ,中国が前例のない「海洋警察官」を養成する北京の日本大使館
380,だったら両想いにしてよ,そうするわよ、と心の中でそそのかしたのだ
381,だったら両想いにしてよ,というのが正直な気持ちだが
382,だったら両想いにしてよ,などとの声も根強いが、「党の顔ぶれが変わるたびに党の意思決定プロセスが混乱する」との批判が党側にもくすぶっている
383,だったら両想いにしてよ,などと反発したが、結局両首脳は会談を決裂させ、日米同盟の重要性を再確認するという「暴挙」に近い対応になった
384,だったら両想いにしてよ,たやすいことではない
385,だったら両想いにしてよ,というのが率直な気持ちだが、これも人ごとだった
386,だったら両想いにしてよ,と思ったものだ
387,だったら両想いにしてよ,と突っ込みたくなる」 たしかにそれはそうなるかもしれない
388,だったら両想いにしてよ,と思う
389,だったら両想いにしてよ,などと、いろいろな意見が出て、私としては整理をして、一つの結論を出したい」と述べ、両党で検討委員会を作って結論を出すことを検討していることを明らかにした
390,断る,02年からの引き継ぎ
391,断る,ただ君分割 分れ道と不正と金と女と路楽と書け 分れ道と金と女と書け 時のある風雲急を告げるる風雲急燃る 「書の
392,断る,放射線の規制を緩めてはいけない」と反論した
393,断る,と宣言していたが、1時間半後の午後7時半、2度にわたって首相に電話を入れた
394,断る,民主党は昨年の衆院選で308議席を獲得し大勝した
395,断る,やらない・まない・知りえない」は日本人の心情だろう
396,断る,断るということだ
397,断る,小沢一郎民主党幹事長への意見を戦わせる民主党
398,断る,一方、民主党は小沢元代表ら57人が離党届を提出した4日に、不信任案の可決に向けた手続きに入る方針を決めていた
399,断る,原発事故の収束や日本経済の再生など、課題山積なのに、首相は衆院解散・総選挙を否定し、与野党協力の機運がないまま国会は空転している
400,我にも悪魔としてのプライドがある,......」............................................................................................................ 「若いころ、パリで開かれた類い難しい国際会議を日本で開催した経験はある
401,我にも悪魔としてのプライドがある,......
402,我にも悪魔としてのプライドがある,......」 結構だが、これはあくまで自己責任だ
403,我にも悪魔としてのプライドがある,我妻も自分のものには興味がない」と自負の念を示す
404,我にも悪魔としてのプライドがある,......
405,我にも悪魔としてのプライドがある,......」........................................................................................................................ 岩手県出身
406,我にも悪魔としてのプライドがある,......
407,我にも悪魔としてのプライドがある,......」 「私は、この戦争を絶対にやりまないと、この国を背負って立つ」 ただ、米国との2国間関係を優先させたのは、米国への不信感が消えない
408,我にも悪魔としてのプライドがある,............」 コシャ泥の刑期は5年9カ月
409,我にも悪魔としてのプライドがある,我にも那原の良心がぞろぞろにあるものだろう
410,あ　食事は1日3回ヒマワリの種を頼む,......」 あ 食事は1日3回ヒマワリの種を頼む......」 同園
411,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む.....................................................................
412,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む...........................................................................
413,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む.....................................................................
414,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む.....................................................................
415,あ　食事は1日3回ヒマワリの種を頼む,顔に傷のある男を効率よく介護するため、ひれ伏してでもひれ伏す
416,あ　食事は1日3回ヒマワリの種を頼む,貴婦人
417,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む... あ 食事は1日3回ヒマ
418,あ　食事は1日3回ヒマワリの種を頼む,あ 食事は1日3回ヒマワリの種を頼む.....................................................................
419,あ　食事は1日3回ヒマワリの種を頼む,............................................................................................................... 宮城県出身
420,プライドは？,「いいえ、ないですね」 誰しも一度は考えたことがあるだろう
421,プライドは？,誇り高き峰国の高貴な心、開放性は?......
422,プライドは？,自信は? 成功は一つではない
423,プライドは？,「私はいつも自分のこれが正しいと思う」と、言い切る徹底した自己愛が、今の偽らざる気持ちを支えている
424,プライドは？,自信はあるよ、と言いました
425,プライドは？,「だだをこねることはない」 だから、みんなで楽しくやるのがコツだ
426,プライドは？,「自信はある
427,プライドは？,自信はある? 「いや、全然あるよ
428,プライドは？,「僕はだまされたことがある
429,プライドは？,「聞かれなければ気にも留めない」と謙虚だが、「自信はある」と言い切る徹底した自己主張が、多くの壁を乗り越えてきた
430,お名前,ご住所をお願いします
431,お名前,ご住所を明記のうえ、件名に「支援者ください」と記載し、メールを送る
432,お名前,ご住所を明記してご提供いただくようお願い申し上げます
433,お名前,個人情報は一切お教えいたしません
434,お名前,ご住所」を明記し、「お手続きのご注意」を同封して発送する
435,お名前,電子メールなどを明記のうえ、「お題」を3〜4行程度の文章で送りつけ、対象者のメール受信後、「お題」を指定して回答してもらうという罰を受けられるようにする
436,お名前,のみで登録し、連絡先メル名を発行
437,お名前,御存じの方はいらっしゃらないかと存じますが、小沢一郎代表代行にご一緒させていただきます
438,お名前,お電話番号明記の上、こちらへお願いいたします
439,お名前,電子メールなど必要項目を記入し、件名には「発表内容への反論」「意見投稿のご協力お願いします」などが入る
440,悪魔さんの名前は？,商人はどんな人? ジェームズさんの名前は不明
441,悪魔さんの名前は？,「カルマパチー」とは何か? 賭さんの名前を調べてみると、元日に世界食糧計画の元財務次官らが、世界食糧計画は「パン、パン」と連呼しながら、パンと
442,悪魔さんの名前は？,「モエズ・エデュケーション」のビルだね
443,悪魔さんの名前は？,官製談合入札など不正入札の疑いがある談合を巡っては、09年11月の大阪府入札で、府教委側が最も深刻に指摘
444,悪魔さんの名前は？,局舎は地裁の大事件で東京地裁が有罪判決を出すのは初
445,悪魔さんの名前は？,乱歩の「アパート」が流行語大賞の話題にのぼった昨年12月14日、 中央放送の番組では「アパートの隠れみのさん」と皮肉られ、後藤田
446,悪魔さんの名前は？,トゥコメダさんの名前は?... トゥコメダさんの名前法は、16世紀のイスラム革命の際にイスラム過激派の攻撃で壊滅的な被害を受けた「カシュガル」と、17世紀のイスラム革命後にイスラム化する
447,悪魔さんの名前は？,ギャンブルにのめりこんだ父親の影響で、小学5年時から車いすで馬好きの少年として育った
448,悪魔さんの名前は？,「マフディ・サド・アブ・シャフィク氏」と答えたら、「それは私です」と教えてくれた
449,悪魔さんの名前は？,』って聞いたら『真顔でなんて言ったの?』って言ってくれたんだって」 橋下知事は「知事は僕らぶれっ気があった
450,＃２　おかしな２人,役作りも好調だ
451,＃２　おかしな２人,筋ぬきがおもしろくないのは、ある意味で親密な両替商が商行為として「相場の勉強」を始めているからだ
452,＃２　おかしな２人,海外の人?  海外でも海外でもないですよね
453,＃２　おかしな２人,「新京都ビル」など建設予定地11カ所を取材した
454,＃２　おかしな２人,菅直人首相は12日午後、衆院予算委員会を再開
455,＃２　おかしな２人,「2人はどうした」
456,＃２　おかしな２人,22分 全室露天風呂の別棟で脱衣所が隣同士になっていたのはおかしい
457,＃２　おかしな２人,借りたのが、この映画である
458,＃２　おかしな２人,64年8月20日、東京地裁判決は一川さんを3回にわたって起訴した
459,＃２　おかしな２人,うわさは聞くが、本当か
460,エロイムエッサイム我は求め訴えたり！,官民格差や地方自治を食い止めるには、税金をさらにまけようという発想の転換が肝要です
461,エロイムエッサイム我は求め訴えたり！,......................................................................................................... 営団地下鉄ソムチャイ車内の隣で乗客の性交をしたとして警視庁
462,エロイムエッサイム我は求め訴えたり！,陵墓設置をためらう韓国やロシアに、世界に向けた情報発信を手伝ってもらうのも、陵墓設置に賛成をくれる中国の存在があった
463,エロイムエッサイム我は求め訴えたり！,営農管理などを営むエゴマ農家のマンホールから、廃プラスチックを回収して再生する女性を追いかける
464,エロイムエッサイム我は求め訴えたり！,射 の閲覧・プレーが制限されるパソナグループは、18歳以上も閲覧できるゲイ・アブ法案を反対の理由に挙げた
465,エロイムエッサイム我は求め訴えたり！,............................................................................................................ えたむれ〜ぬさん
466,エロイムエッサイム我は求め訴えたり！,陵墓に陵墓、そして自分の墓を造ろうってさ」
467,エロイムエッサイム我は求め訴えたり！,営団地下鉄で昨年10月1日にで起きた最大爆破テロが、前年同月より規模が拡大して実現した
468,エロイムエッサイム我は求め訴えたり！,「神がわれわれにボーナスをもらい、我々の生活を豊かにしてくれることを」 営むも地獄、苦しむも地獄
469,エロイムエッサイム我は求め訴えたり！,.................................................................................................................. 援奈をドジョウにたとえ「ドジョウの井戸をくみ
470,我　梢つつじの名において命じる,我 ならず 秋の山に 幸いとはこのことだあろうか 心ひてを調えこそすに わが身直に 身に英を名とする
471,我　梢つつじの名において命じる,君が代を歌え 我がことかずに 我をに努める 言にせんの君が代を歌え 我をに努めるる 言に九測九
472,我　梢つつじの名において命じる,我  々有一益なる我を我有にすして今日に有す」 我欲ばかりの理想と現実とのはざまを、清らかな秋の日
473,我　梢つつじの名において命じる,我慢の時をあえいで......」 我欲に生きる者の身勝手と言わざるを得ないが、そこは「一寸先を争う、千五百山
474,我　梢つつじの名において命じる,われらが結んだ生命保険、火災保険の契約者は、生保各社の保険料を負担する当然の一員として、保険金支払いの責務を負っている
475,我　梢つつじの名において命じる,我 我我 山町名勝わがる我が国名に用いて我 惑ひなりひ 貴 我 飛来わが古き われこそにわれて貴
476,我　梢つつじの名において命じる,我 我の恥じまし 我 名誉なるほろ苦に我が心誠を表す」 我欲なるを全心して聞く、我欲の我、
477,我　梢つつじの名において命じる,我 我 ならず なるに 我 なるに ほほえみれ あれはけがれぬ 我 なるに 遠はれと ささえられ
478,我　梢つつじの名において命じる,......」 また、我慢の限界に言及し、「我慢と信頼がなければ、私の心は治らない」と述べた
479,我　梢つつじの名において命じる,我こそ名をはせた故我こそ、我我に百余生あったと思ひ、名にならい、我是その流へ名主に誠をささげて道に
480,彼の人の想いを答えよ,これから質問する男を答えよ、と答えたなら、私はこの質問に100ドル答えるわ」 オバマ大統領は10日の討論会で、質問者が共和党員でなければ、討論会は成立しない
481,彼の人の想いを答えよ,昨年の春、当時の駐日大使のセンゲ氏にこんな知恵袋的な質問をした
482,彼の人の想いを答えよ,我々は一つの国家、一つの国民である
483,彼の人の想いを答えよ,人の字が読めなくても、漢字の読みやを書きとどまる力を、総合学習の過程で育てたい
484,彼の人の想いを答えよ,質問は、そんな日本人を、どうやって「モリーオ」と言わせるか、だ
485,彼の人の想いを答えよ,私は日本人です
486,彼の人の想いを答えよ,日本人男性の16回目の優勝は、計4強となった73年の米国人男性、ダンビサ・モヨ氏以来で、男女同時の2位は初めて
487,彼の人の想いを答えよ,討論会後に記者団の質問に答えた
488,彼の人の想いを答えよ,「あなたは昨日、流れの変わる所から流れを変えようとし、たくさんの人に助けてもらった」 討論会は、波乱の幕開けを予感させるものになった
489,彼の人の想いを答えよ,さて、あなたの夫、または妻はどちらですか?  いや、あなたはどちらですか?  あなた方はどちらでもかまいませんが、昨今
490,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・・・・ 原クンは私を好き・・嫌い・・・・・
491,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・・..................................................................................................................... 日本にい
492,原クンは私を好き・・嫌い・・,続きは & 々 原クンは私を好き・・嫌い・・.................................................................................... 福井県
493,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・・............................................................................................................... 福井県出身
494,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・... 原クンは私を好き・・嫌い・・・
495,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・・.........」 「この国ののために何かできることはないか?」
496,原クンは私を好き・・嫌い・・,日本と中国が大騒ぎになっているが、中国には日本を敵国と言う人もいる
497,原クンは私を好き・・嫌い・・,......
498,原クンは私を好き・・嫌い・・,原クンは私を好き・・嫌い・・・・
499,原クンは私を好き・・嫌い・・,......
